Primary Cell Line Name,Compound,IC50 (uM)
Hs 944.T,TAE684,5.717155933
HSC-2,TAE684,8
HT,TAE684,0.574935419
HT-1080,TAE684,8
HT-1197,TAE684,4.983293056
HT-1376,TAE684,1.803628922
HT-144,TAE684,7.234825611
HT-29,TAE684,0.774102986
HuCCT1,TAE684,4.738058567
huH-1,TAE684,1.724883199
HUP-T3,TAE684,8
HUP-T4,TAE684,0.523111582
HuT 78,TAE684,8
IA-LM,TAE684,8
IGR-37,TAE684,8
IGR-39,TAE684,1.640936053
IGROV1,TAE684,8
IM95,TAE684,8
IMR-32,TAE684,1.046906471
IPC-298,TAE684,8
Ishikawa (Heraklio) 02 ER-,TAE684,0.331912686
IST-MES1,TAE684,2.164404392
IST-MES2,TAE684,2.76738596
J82,TAE684,8
JHH-2,TAE684,8
JHH-4,TAE684,8
JHH-5,TAE684,3.744314909
JHH-6,TAE684,8
JHH-7,TAE684,1.385532856
JHOS-2,TAE684,4.392546654
JHOS-4,TAE684,4.663464546
JHUEM-2,TAE684,4.083443642
JM1,TAE684,8
JMSU-1,TAE684,0.465483159
JURKAT,TAE684,1.693429708
JVM-3,TAE684,1.300479174
K029AX,TAE684,5.298291683
KALS-1,TAE684,3.022300959
KARPAS-299,TAE684,0.156018838
KARPAS-422,TAE684,2.468577623
KARPAS-620,TAE684,0.4843916
KASUMI-2,TAE684,8
KCI-MOH1,TAE684,1.570543408
KCL-22,TAE684,2.26606822
KE-39,TAE684,1.566302896
KE-97,TAE684,1.857846975
KELLY,TAE684,3.479384422
KG-1,TAE684,0.753083825
KHM-1B,TAE684,0.102221638
KLE,TAE684,8
KMBC-2,TAE684,8
KMM-1,TAE684,0.53859663
KMRC-1,TAE684,6.742055893
KMRC-2,TAE684,2.807507753
KMS-11,TAE684,0.256441385
KMS-12-BM,TAE684,1.805486321
KMS-26,TAE684,0.777845979
KMS-34,TAE684,0.274660707
KNS-42,TAE684,5.369329929
KNS-60,TAE684,7.04292202
KNS-62,TAE684,8
KNS-81,TAE684,2.613715172
KO52,TAE684,1.549693108
KP-1N,TAE684,3.248233557
KP-1NL,TAE684,4.737257957
KP-2,TAE684,1.301458359
KP-3,TAE684,2.233649731
KP4,TAE684,2.252705574
KP-N-SI9s,TAE684,0.883854568
KU812,TAE684,8
KURAMOCHI,TAE684,1.111817837
KYM-1,TAE684,1.298575132
KYSE-140,TAE684,6.06253624
KYSE-150,TAE684,8
KYSE-180,TAE684,2.578639507
KYSE-30,TAE684,4.018353462
KYSE-410,TAE684,8
KYSE-450,TAE684,8
KYSE-510,TAE684,8
KYSE-520,TAE684,3.443650961
KYSE-70,TAE684,3.304603577
L3.3,TAE684,8
L-363,TAE684,0.185580403
L-428,TAE684,8
LC-1/sq-SF,TAE684,8
LCLC-103H,TAE684,7.560817242
LN-18,TAE684,1.152779936
LN-229,TAE684,2.833112717
LOU-NH91,TAE684,2.279930353
LOX IMVI,TAE684,4.300870419
LP-1,TAE684,1.468751704
LS123,TAE684,5.005696297
LS411N,TAE684,2.61978507
LS513,TAE684,0.156419605
LU99,TAE684,1.221941113
LUDLU-1,TAE684,1.139623761
M059J,TAE684,2.623490334
Malme-3M,TAE684,8
MB 157,TAE684,0.335479268
MC116,TAE684,8
MCAS,TAE684,3.335100889
MCF7,TAE684,0.323893487
MDA-MB-157,TAE684,0.913886624
MDA-MB-175-VII,TAE684,8
MDA-MB-415,TAE684,8
MDA-MB-435S,TAE684,1.026632547
MDA-MB-436,TAE684,3.299835205
MDA-MB-453,TAE684,0.274789904
MDA-MB-468,TAE684,2.787567377
MEC-1,TAE684,0.884696066
MEG-01,TAE684,8
MEL-HO,TAE684,5.398359776
MES-SA,TAE684,6.507004261
MeWo,TAE684,6.019351482
MFE-280,TAE684,1.694626625
MFE-296,TAE684,6.642848015
MFE-319,TAE684,8
MG-63,TAE684,1.108850002
MHH-ES-1,TAE684,0.643111944
MIA PaCa-2,TAE684,1.236670732
Mino,TAE684,0.023940077
MJ,TAE684,5.734483719
MKN-45,TAE684,8
MKN7,TAE684,5.466119289
MKN74,TAE684,8
MOG-G-CCM,TAE684,8
MOLP-8,TAE684,0.915599108
MOLT-16,TAE684,0.773999958
MONO-MAC-1,TAE684,0.315820903
MOR/CPR,TAE684,8
MPP 89,TAE684,2.068445206
MSTO-211H,TAE684,2.312949419
NCI-H1048,TAE684,1.485293388
NCI-H1092,TAE684,8
NCI-H1155,TAE684,0.314884716
NCI-H1184,TAE684,8
NCI-H1299,TAE684,4.313905716
NCI-H1339,TAE684,8
NCI-H1341,TAE684,1.399953008
NCI-H1355,TAE684,1.050579667
NCI-H1373,TAE684,8
NCI-H1563,TAE684,8
NCI-H1568,TAE684,4.127527237
NCI-H1573,TAE684,8
NCI-H1581,TAE684,8
NCI-H1648,TAE684,8
NCI-H1650,TAE684,8
NCI-H1651,TAE684,8
NCI-H1666,TAE684,0.042816627
NCI-H1693,TAE684,5.852221489
NCI-H1694,TAE684,8
NCI-H1703,TAE684,6.670969963
NCI-H1792,TAE684,2.524142504
NCI-H1793,TAE684,5.928136349
NCI-H1869,TAE684,2.508988142
NCI-H1915,TAE684,3.614163637
NCI-H1944,TAE684,8
NCI-H1975,TAE684,2.905841351
NCI-H2009,TAE684,3.951325178
NCI-H2023,TAE684,3.460036039
NCI-H2030,TAE684,6.806890011
NCI-H2052,TAE684,3.856219053
NCI-H2085,TAE684,1.596056938
NCI-H2087,TAE684,6.56292057
NCI-H211,TAE684,2.398709774
NCI-H2122,TAE684,1.284851313
NCI-H2170,TAE684,1.748815775
NCI-H2172,TAE684,3.548501577
NCI-H2228,TAE684,0.041489352
NCI-H226,TAE684,4.788105965
NCI-H2286,TAE684,0.680661559
NCI-H23,TAE684,1.43065083
NCI-H2444,TAE684,8
NCI-H2452,TAE684,5.233737946
NCI-H28,TAE684,2.413717031
NCI-H322,TAE684,5.500570774
NCI-H3255,TAE684,0.556460023
NCI-H358,TAE684,1.331018448
NCI-H441,TAE684,4.349505901
NCI-H460,TAE684,6.896989346
NCI-H520,TAE684,7.341633797
NCI-H522,TAE684,8
NCI-H647,TAE684,8
NCI-H650,TAE684,8
NCI-H661,TAE684,8
NCI-H727,TAE684,8
NCI-H747,TAE684,3.33858633
NCI-H810,TAE684,3.186504126
NCI-N87,TAE684,3.872960567
NCO2,TAE684,0.066367372
NIH:OVCAR-3,TAE684,2.449764729
NUGC-3,TAE684,2.938385487
NUGC-4,TAE684,8
OC 314,TAE684,8
OC 315,TAE684,8
OC 316,TAE684,8
OCI-AML2,TAE684,0.998434305
OCI-AML5,TAE684,0.761869073
OCI-LY10,TAE684,8
OCUM-1,TAE684,3.463120222
OE21,TAE684,2.314193249
OE33,TAE684,2.604136705
ONCO-DG-1,TAE684,3.90438199
ONS-76,TAE684,8
OPM-2,TAE684,8
OV-90,TAE684,1.618599892
OVCAR-4,TAE684,4.098715305
OVCAR-8,TAE684,6.886720181
OVMANA,TAE684,3.367275715
OVSAHO,TAE684,8
OVTOKO,TAE684,7.678687096
P12-ICHIKAWA,TAE684,1.778208494
P31/FUJ,TAE684,2.609502792
P3HR-1,TAE684,8
Panc 02.03,TAE684,4.108170509
Panc 03.27,TAE684,3.227095604
Panc 04.03,TAE684,0.686774373
Panc 10.05,TAE684,5.897616863
PA-TU-8902,TAE684,2.869775534
PC-14,TAE684,1.986695051
PC-3,TAE684,6.503806591
Pfeiffer,TAE684,2.288246155
PK-1,TAE684,8
PK-45H,TAE684,2.887463808
PK-59,TAE684,2.641932249
PL45,TAE684,2.842834711
PLC/PRF/5,TAE684,8
PSN1,TAE684,7.245391846
QGP-1,TAE684,2.061149836
Raji,TAE684,8
RD,TAE684,1.981057048
Reh,TAE684,3.686215639
RERF-GC-1B,TAE684,5.736598015
RERF-LC-AI,TAE684,6.855476379
RERF-LC-MS,TAE684,8
RKN,TAE684,8
RKO,TAE684,3.145311832
RL95-2,TAE684,1.342188239
RPMI-7951,TAE684,3.649759531
RPMI-8402,TAE684,1.023247361
RT-112,TAE684,0.549882889
RT4,TAE684,0.32397661
RVH-421,TAE684,8
Saos-2,TAE684,3.613441944
SBC-5,TAE684,1.863162994
SCaBER,TAE684,1.347083688
SCC-25,TAE684,5.110826015
SCC-9,TAE684,8
SF126,TAE684,3.022811651
SF-295,TAE684,4.876365185
SF8657,TAE684,4.423696041
SH-10-TC,TAE684,8
SHP-77,TAE684,8
SIG-M5,TAE684,0.119100617
SIMA,TAE684,0.837575078
SJRH30,TAE684,1.125323772
SJSA-1,TAE684,8
SK-BR-3,TAE684,8
SK-CO-1,TAE684,0.910102069
SK-ES-1,TAE684,0.707679987
SK-HEP-1,TAE684,4.221798744
SK-LMS-1,TAE684,4.916078091
SK-LU-1,TAE684,2.181696177
SK-MEL-2,TAE684,8
SK-MEL-24,TAE684,4.193741798
SK-MEL-30,TAE684,8
SK-MEL-31,TAE684,6.208492756
SK-MEL-5,TAE684,3.842323303
SK-MES-1,TAE684,1.970706701
SK-MM-2,TAE684,5.6049757
SK-N-AS,TAE684,3.056384087
SK-N-BE(2),TAE684,0.893670976
SK-N-DZ,TAE684,2.069112539
SK-N-FI,TAE684,3.705838287
SK-N-SH,TAE684,0.383350194
SK-OV-3,TAE684,8
SNG-M,TAE684,7.080456257
SNU-1,TAE684,2.542354822
SNU-16,TAE684,0.82398355
SNU-182,TAE684,8
SNU-387,TAE684,8
SNU-398,TAE684,0.046819357
SNU-423,TAE684,8
SNU-449,TAE684,8
SNU-475,TAE684,8
SNU-C2A,TAE684,3.785260916
SNU-C2B,TAE684,3.915554047
Sq-1,TAE684,7.319000244
SU.86.86,TAE684,8
SU-DHL-10,TAE684,0.100763131
SU-DHL-4,TAE684,3.902643204
SU-DHL-6,TAE684,0.292797252
SU-DHL-8,TAE684,2.145337343
SUIT-2,TAE684,4.501640797
SUP-M2,TAE684,0.093504936
SUP-T1,TAE684,8
SW 1088,TAE684,8
SW 1271,TAE684,8
SW 1353,TAE684,4.319674969
SW1417,TAE684,0.192437288
SW 1573,TAE684,3.088858128
SW 1990,TAE684,1.548194051
SW403,TAE684,0.927091599
SW48,TAE684,0.33778125
SW480,TAE684,3.404621601
SW579,TAE684,5.123246193
SW620,TAE684,0.981493473
SW 780,TAE684,1.951426506
SW 900,TAE684,8
T24,TAE684,4.323724747
T3M-10,TAE684,8
T-47D,TAE684,8
T84,TAE684,8
T98G,TAE684,2.536152601
TC-71,TAE684,7.696755886
TCCSUP,TAE684,4.234785557
TE-1,TAE684,4.546535969
TE-11,TAE684,2.809319735
TE-15,TAE684,7.962886668
TE-5,TAE684,8
TE 617.T,TAE684,1.415370941
TE-9,TAE684,2.445929289
TEN,TAE684,4.035426617
Toledo,TAE684,8
TOV-112D,TAE684,2.203894615
TOV-21G,TAE684,2.459191084
TT2609-C02,TAE684,1.675446153
TYK-nu,TAE684,2.630714178
U-118 MG,TAE684,5.086780071
U-2 OS,TAE684,4.141691208
U-87 MG,TAE684,8
U-937,TAE684,1.888259768
UACC-257,TAE684,8
UACC-62,TAE684,5.010543346
UACC-812,TAE684,2.535139799
UM-UC-3,TAE684,8
VMRC-LCD,TAE684,0.375571395
VMRC-RCW,TAE684,3.615829468
VMRC-RCZ,TAE684,2.984285355
WM-115,TAE684,8
WM1799,TAE684,8
WM-266-4,TAE684,8
WM-793,TAE684,6.179851532
WM-88,TAE684,8
WM-983B,TAE684,0.441951066
YKG1,TAE684,6.361808777
ZR-75-1,TAE684,8
ZR-75-30,TAE684,8
1321N1,TKI258,2.653239012
22Rv1,TKI258,5.879253864
42-MG-BA,TKI258,0.229247329
5637,TKI258,5.962202072
639-V,TKI258,3.313957453
697,TKI258,0.790907264
769-P,TKI258,4.258596897
786-O,TKI258,8
8305C,TKI258,8
8505C,TKI258,7.689665318
8-MG-BA,TKI258,0.534466481
A172,TKI258,4.534608364
A-204,TKI258,0.639516056
A2058,TKI258,5.625505447
A-253,TKI258,8
A2780,TKI258,1.394972563
A-375,TKI258,3.641974449
A549,TKI258,3.827242613
A-673,TKI258,8
ACHN,TKI258,5.099846363
ALL-SIL,TKI258,2.595390558
AMO-1,TKI258,2.725785017
AN3 CA,TKI258,4.424171925
AsPC-1,TKI258,4.859763145
AU565,TKI258,7.390176773
AZ-521,TKI258,1.569675088
B-CPAP,TKI258,7.983978271
BDCM,TKI258,6.138787746
BFTC-909,TKI258,6.792266369
BGC-823,TKI258,4.009166241
BL-41,TKI258,4.997859001
BL-70,TKI258,3.490412474
BT-20,TKI258,8
BT-474,TKI258,8
BT-549,TKI258,3.910804987
BxPC-3,TKI258,6.844848156
C2BBe1,TKI258,8
C32,TKI258,8
C3A,TKI258,8
Caki-2,TKI258,7.215180874
CAL-12T,TKI258,1.186171651
CAL 27,TKI258,7.20964098
CAL-78,TKI258,2.739848614
CAL-85-1,TKI258,8
Calu-1,TKI258,7.994287491
Calu-3,TKI258,8
Calu-6,TKI258,6.327209473
CAMA-1,TKI258,8
Capan-2,TKI258,8
CAS-1,TKI258,8
CCK-81,TKI258,8
CHL-1,TKI258,2.610424995
CHP-212,TKI258,3.84577161
CI-1,TKI258,0.139960798
CMK-86,TKI258,3.054647446
COLO 201,TKI258,5.291865826
COLO 205,TKI258,5.775238037
COLO-320,TKI258,3.15993762
COLO-677,TKI258,4.779874802
COLO-678,TKI258,8
COLO-679,TKI258,8
COLO-699,TKI258,1.414479733
COLO 741,TKI258,5.688858032
COR-L105,TKI258,8
COR-L23,TKI258,8
COV318,TKI258,8
COV504,TKI258,8
Daoy,TKI258,8
DBTRG-05MG,TKI258,8
DEL,TKI258,4.284779549
Detroit 562,TKI258,8
DK-MG,TKI258,8
DMS 114,TKI258,5.063468933
DOHH-2,TKI258,0.840331279
DOV13,TKI258,3.568867922
DU 145,TKI258,2.803456783
DV-90,TKI258,8
EB1,TKI258,8
EB2,TKI258,8
EBC-1,TKI258,8
EFE-184,TKI258,8
EFM-19,TKI258,8
EFO-21,TKI258,8
EFO-27,TKI258,8
EM-2,TKI258,2.932343006
EN,TKI258,8
ES-2,TKI258,8
ESS-1,TKI258,1.98568821
F-36P,TKI258,0.948935509
FaDu,TKI258,3.072814226
FU97,TKI258,1.533447862
FU-OV-1,TKI258,8
G-361,TKI258,2.60417676
G-401,TKI258,2.468691587
G-402,TKI258,2.270528316
GAMG,TKI258,8
GB-1,TKI258,2.543409586
GCIY,TKI258,8
GCT,TKI258,4.397069931
GI-1,TKI258,8
GLC-82,TKI258,5.151103497
GMS-10,TKI258,8
GRANTA-519,TKI258,3.403418779
H4,TKI258,2.566014528
HARA,TKI258,8
HCC1187,TKI258,8
HCC1395,TKI258,8
HCC-15,TKI258,7.708233356
HCC1569,TKI258,8
HCC1806,TKI258,5.255249023
HCC1954,TKI258,8
HCC2935,TKI258,8
HCC4006,TKI258,8
HCC-44,TKI258,8
HCC-56,TKI258,8
HCC70,TKI258,8
HCC-78,TKI258,8
HCC827,TKI258,8
HCT 116,TKI258,7.125739098
HCT-15,TKI258,4.28063488
HD-MY-Z,TKI258,2.685056925
HDQ-P1,TKI258,8
HEC-151,TKI258,3.559450388
HEC-1-A,TKI258,8
HEC-1-B,TKI258,8
HEC-251,TKI258,3.725782156
HEC-265,TKI258,6.69242239
HEC-59,TKI258,8
HEC-6,TKI258,8
HEL 92.1.7,TKI258,8
Hep 3B2.1-7,TKI258,2.339069128
Hep G2,TKI258,5.150391102
Hey-A8,TKI258,4.591032982
HGC-27,TKI258,2.365047455
HH,TKI258,8
HLE,TKI258,4.489486217
HLF,TKI258,3.819196224
HMC-1-8,TKI258,4.974802971
HMCB,TKI258,0.845837355
HOS,TKI258,8
HPAC,TKI258,4.673217773
HPAF-II,TKI258,8
Hs 229.T,TKI258,6.853686333
Hs 294T,TKI258,8
Hs 578T,TKI258,3.227988243
Hs 683,TKI258,4.478327274
Hs 695T,TKI258,8
Hs 729,TKI258,8
Hs 739.T,TKI258,3.132244825
Hs 746T,TKI258,8
Hs 766T,TKI258,8
Hs 840.T,TKI258,2.806429863
Hs 852.T,TKI258,8
Hs 895.T,TKI258,1.72675132
Hs 936.T,TKI258,8
Hs 939.T,TKI258,7.236048222
Hs 944.T,TKI258,4.454998016
HSC-2,TKI258,8
HT,TKI258,8
HT-1080,TKI258,8
HT-1197,TKI258,8
HT-1376,TKI258,3.825596571
HT-144,TKI258,6.107888928
HT-29,TKI258,4.960608482
HuCCT1,TKI258,8
huH-1,TKI258,2.185251713
HUP-T3,TKI258,8
HUP-T4,TKI258,8
HuT 78,TKI258,0.57183569
IA-LM,TKI258,8
IGR-37,TKI258,8
IGR-39,TKI258,8
IGROV1,TKI258,6.297246456
IM95,TKI258,8
IMR-32,TKI258,2.710002899
IPC-298,TKI258,1.689194798
Ishikawa (Heraklio) 02 ER-,TKI258,0.911898995
IST-MES1,TKI258,0.653159522
IST-MES2,TKI258,2.162941933
J82,TKI258,8
JHH-2,TKI258,7.455170631
JHH-4,TKI258,8
JHH-5,TKI258,8
JHH-6,TKI258,8
JHH-7,TKI258,1.726818562
JHOS-2,TKI258,6.958929062
JHOS-4,TKI258,8
JHUEM-2,TKI258,3.210728407
JM1,TKI258,8
JMSU-1,TKI258,0.351248592
JURKAT,TKI258,1.600255132
JVM-3,TKI258,1.360936403
K029AX,TKI258,4.849993229
KALS-1,TKI258,8
KARPAS-299,TKI258,8
KARPAS-422,TKI258,8
KARPAS-620,TKI258,8
KASUMI-2,TKI258,3.038454533
KCI-MOH1,TKI258,3.772315979
KCL-22,TKI258,4.999625206
KE-39,TKI258,8
KE-97,TKI258,1.471847057
KELLY,TKI258,8
KG-1,TKI258,0.455887169
KHM-1B,TKI258,8
KLE,TKI258,8
KMBC-2,TKI258,8
KMM-1,TKI258,8
KMRC-1,TKI258,1.853257656
KMRC-2,TKI258,8
KMS-11,TKI258,1.251866341
KMS-12-BM,TKI258,8
KMS-26,TKI258,4.340228081
KMS-34,TKI258,5.804589272
KNS-42,TKI258,8
KNS-60,TKI258,8
KNS-62,TKI258,8
KNS-81,TKI258,8
KO52,TKI258,1.338214755
KP-1N,TKI258,8
KP-1NL,TKI258,8
KP-2,TKI258,8
KP-3,TKI258,8
KP4,TKI258,5.228113174
KP-N-SI9s,TKI258,4.992180824
KU812,TKI258,2.311457634
KURAMOCHI,TKI258,8
KYM-1,TKI258,0.776880239
KYSE-140,TKI258,1.849872947
KYSE-150,TKI258,8
KYSE-180,TKI258,5.095852375
KYSE-30,TKI258,8
KYSE-410,TKI258,8
KYSE-450,TKI258,8
KYSE-510,TKI258,8
KYSE-520,TKI258,8
KYSE-70,TKI258,2.024621725
L3.3,TKI258,8
L-363,TKI258,0.558930044
L-428,TKI258,5.217923164
LC-1/sq-SF,TKI258,8
LCLC-103H,TKI258,8
LN-18,TKI258,2.489178896
LN-229,TKI258,8
LOU-NH91,TKI258,8
LOX IMVI,TKI258,8
LP-1,TKI258,8
LS123,TKI258,8
LS411N,TKI258,7.332954884
LS513,TKI258,0.950847836
LU99,TKI258,1.075564504
LUDLU-1,TKI258,8
M059J,TKI258,4.882436275
Malme-3M,TKI258,4.014651299
MB 157,TKI258,3.174387693
MC116,TKI258,8
MCAS,TKI258,7.655484676
MCF7,TKI258,6.51220417
MDA-MB-157,TKI258,3.127821207
MDA-MB-175-VII,TKI258,8
MDA-MB-415,TKI258,5.368505478
MDA-MB-435S,TKI258,8
MDA-MB-436,TKI258,6.972090244
MDA-MB-453,TKI258,7.292513847
MDA-MB-468,TKI258,1.004693367
MEC-1,TKI258,4.106971741
MEG-01,TKI258,3.388030291
MEL-HO,TKI258,5.802984715
MES-SA,TKI258,8
MeWo,TKI258,8
MFE-280,TKI258,8
MFE-296,TKI258,2.566447973
MFE-319,TKI258,3.977695704
MG-63,TKI258,5.698129177
MHH-ES-1,TKI258,7.068501472
MIA PaCa-2,TKI258,5.867885113
Mino,TKI258,1.596694589
MJ,TKI258,8
MKN-45,TKI258,3.678465843
MKN7,TKI258,8
MKN74,TKI258,8
MOG-G-CCM,TKI258,8
MOLP-8,TKI258,7.239940166
MOLT-16,TKI258,0.218161939
MONO-MAC-1,TKI258,0.028117703
MOR/CPR,TKI258,8
MPP 89,TKI258,8
MSTO-211H,TKI258,2.281857491
NCI-H1048,TKI258,3.467006207
NCI-H1092,TKI258,8
NCI-H1155,TKI258,3.734721422
NCI-H1184,TKI258,8
NCI-H1299,TKI258,5.109177589
NCI-H1339,TKI258,8
NCI-H1341,TKI258,2.811038893
NCI-H1355,TKI258,8
NCI-H1373,TKI258,8
NCI-H1563,TKI258,7.06904459
NCI-H1568,TKI258,8
NCI-H1573,TKI258,8
NCI-H1581,TKI258,1.223131864
NCI-H1648,TKI258,8
NCI-H1650,TKI258,6.863274097
NCI-H1651,TKI258,6.862641335
NCI-H1666,TKI258,8
NCI-H1693,TKI258,8
NCI-H1694,TKI258,8
NCI-H1703,TKI258,1.666052461
NCI-H1792,TKI258,4.971670628
NCI-H1793,TKI258,8
NCI-H1869,TKI258,8
NCI-H1915,TKI258,6.193822861
NCI-H1944,TKI258,8
NCI-H1975,TKI258,6.715387821
NCI-H2009,TKI258,7.162834167
NCI-H2023,TKI258,5.232933998
NCI-H2030,TKI258,4.161973
NCI-H2052,TKI258,8
NCI-H2085,TKI258,8
NCI-H2087,TKI258,8
NCI-H211,TKI258,3.909843922
NCI-H2122,TKI258,3.678296328
NCI-H2170,TKI258,8
NCI-H2172,TKI258,8
NCI-H2228,TKI258,6.128799438
NCI-H226,TKI258,8
NCI-H2286,TKI258,1.19476676
NCI-H23,TKI258,3.584141493
NCI-H2444,TKI258,8
NCI-H2452,TKI258,5.839072324
NCI-H28,TKI258,8
NCI-H322,TKI258,8
NCI-H3255,TKI258,8
NCI-H358,TKI258,5.453622341
NCI-H441,TKI258,8
NCI-H460,TKI258,8
NCI-H520,TKI258,2.806128025
NCI-H522,TKI258,8
NCI-H647,TKI258,8
NCI-H650,TKI258,8
NCI-H661,TKI258,8
NCI-H727,TKI258,8
NCI-H747,TKI258,8
NCI-H810,TKI258,8
NCI-N87,TKI258,6.237362862
NCO2,TKI258,2.277549982
NIH:OVCAR-3,TKI258,8
NUGC-3,TKI258,6.817145348
NUGC-4,TKI258,6.366208076
OC 314,TKI258,6.942592144
OC 315,TKI258,7.319449902
OC 316,TKI258,8
OCI-AML2,TKI258,3.411584616
OCI-AML5,TKI258,1.400383115
OCI-LY10,TKI258,8
OCUM-1,TKI258,8
OE21,TKI258,1.069669236
OE33,TKI258,8
ONCO-DG-1,TKI258,8
ONS-76,TKI258,8
OPM-2,TKI258,8
OV-90,TKI258,8
OVCAR-4,TKI258,8
OVCAR-8,TKI258,6.025920391
OVMANA,TKI258,8
OVSAHO,TKI258,8
OVTOKO,TKI258,8
P12-ICHIKAWA,TKI258,2.870392799
P31/FUJ,TKI258,8
P3HR-1,TKI258,8
Panc 02.03,TKI258,8
Panc 03.27,TKI258,8
Panc 04.03,TKI258,8
Panc 10.05,TKI258,8
PA-TU-8902,TKI258,8
PC-14,TKI258,4.144682407
PC-3,TKI258,8
Pfeiffer,TKI258,3.347728014
PK-1,TKI258,6.300439835
PK-45H,TKI258,7.46250391
PK-59,TKI258,8
PL45,TKI258,8
PLC/PRF/5,TKI258,8
PSN1,TKI258,8
QGP-1,TKI258,8
Raji,TKI258,8
RD,TKI258,8
Reh,TKI258,3.502712727
RERF-GC-1B,TKI258,8
RERF-LC-AI,TKI258,4.345899105
RERF-LC-MS,TKI258,8
RKN,TKI258,8
RKO,TKI258,5.911858082
RL95-2,TKI258,3.467645168
RPMI-7951,TKI258,8
RPMI-8402,TKI258,2.933604717
RT-112,TKI258,0.638750255
RT4,TKI258,1.54403758
RVH-421,TKI258,8
Saos-2,TKI258,4.174138546
SBC-5,TKI258,5.201836586
SCaBER,TKI258,3.7746346
SCC-25,TKI258,7.623446465
SCC-9,TKI258,7.554547787
SF126,TKI258,2.908699751
SF-295,TKI258,6.2114501
SF8657,TKI258,8
SH-10-TC,TKI258,8
SHP-77,TKI258,8
SIG-M5,TKI258,1.199106216
SIMA,TKI258,1.340071015
SJRH30,TKI258,8
SJSA-1,TKI258,8
SK-BR-3,TKI258,8
SK-CO-1,TKI258,7.279530525
SK-ES-1,TKI258,2.51107049
SK-HEP-1,TKI258,2.080938578
SK-LMS-1,TKI258,2.205486298
SK-LU-1,TKI258,3.957035065
SK-MEL-2,TKI258,8
SK-MEL-24,TKI258,8
SK-MEL-30,TKI258,8
SK-MEL-31,TKI258,7.205433369
SK-MEL-5,TKI258,6.192871094
SK-MES-1,TKI258,1.840377569
SK-MM-2,TKI258,4.378802776
SK-N-AS,TKI258,8
SK-N-BE(2),TKI258,0.825044835
SK-N-DZ,TKI258,5.621531963
SK-N-FI,TKI258,2.568734116
SK-N-SH,TKI258,2.728005171
SK-OV-3,TKI258,1.747929454
SNG-M,TKI258,6.887460709
SNU-1,TKI258,5.130491734
SNU-16,TKI258,0.39034453
SNU-182,TKI258,8
SNU-387,TKI258,8
SNU-398,TKI258,1.567558905
SNU-423,TKI258,8
SNU-449,TKI258,8
SNU-475,TKI258,5.155742124
SNU-C2A,TKI258,8
SNU-C2B,TKI258,8
Sq-1,TKI258,8
SU.86.86,TKI258,8
SU-DHL-10,TKI258,0.20658424
SU-DHL-4,TKI258,2.381160736
SU-DHL-6,TKI258,4.185953617
SU-DHL-8,TKI258,3.609114647
SUIT-2,TKI258,4.828212738
SUP-M2,TKI258,8
SUP-T1,TKI258,8
SW 1088,TKI258,0.524658964
SW 1271,TKI258,8
SW 1353,TKI258,8
SW1417,TKI258,8
SW 1573,TKI258,6.780694485
SW 1990,TKI258,4.117015362
SW403,TKI258,8
SW48,TKI258,3.002910137
SW480,TKI258,8
SW579,TKI258,1.646891594
SW620,TKI258,3.311057091
SW 780,TKI258,3.818022966
SW 900,TKI258,8
T24,TKI258,2.636904478
T3M-10,TKI258,8
T-47D,TKI258,8
T84,TKI258,8
T98G,TKI258,2.943219185
TC-71,TKI258,5.883319855
TCCSUP,TKI258,6.787989616
TE-1,TKI258,8
TE-11,TKI258,1.533282995
TE-15,TKI258,1.58294487
TE-5,TKI258,8
TE 617.T,TKI258,4.992334366
TE-9,TKI258,8
TEN,TKI258,8
Toledo,TKI258,8
TOV-112D,TKI258,3.738739729
TOV-21G,TKI258,2.151443005
TT2609-C02,TKI258,1.953886151
TYK-nu,TKI258,6.194393635
U-118 MG,TKI258,7.97956419
U-2 OS,TKI258,5.23687458
U-87 MG,TKI258,8
U-937,TKI258,3.445979357
UACC-257,TKI258,8
UACC-62,TKI258,6.872558594
UACC-812,TKI258,8
UM-UC-3,TKI258,8
VMRC-LCD,TKI258,1.530924992
VMRC-RCW,TKI258,0.936327809
VMRC-RCZ,TKI258,7.115457058
WM-115,TKI258,8
WM1799,TKI258,7.411664486
WM-266-4,TKI258,8
WM-793,TKI258,4.039271832
WM-88,TKI258,6.139542103
WM-983B,TKI258,6.663559496
YKG1,TKI258,8
ZR-75-1,TKI258,3.858885765
ZR-75-30,TKI258,8
1321N1,Erlotinib,8
22Rv1,Erlotinib,8
42-MG-BA,Erlotinib,8
5637,Erlotinib,2.439512491
639-V,Erlotinib,8
697,Erlotinib,4.232964516
769-P,Erlotinib,2.325097322
786-O,Erlotinib,8
8305C,Erlotinib,8
8505C,Erlotinib,8
8-MG-BA,Erlotinib,7.72138834
A172,Erlotinib,8
A-204,Erlotinib,8
A2058,Erlotinib,8
A-253,Erlotinib,8
A2780,Erlotinib,8
A-375,Erlotinib,8
A549,Erlotinib,8
A-673,Erlotinib,8
ACHN,Erlotinib,4.997091293
ALL-SIL,Erlotinib,6.930338383
AMO-1,Erlotinib,8
AN3 CA,Erlotinib,8
AsPC-1,Erlotinib,8
AU565,Erlotinib,8
AZ-521,Erlotinib,2.985844612
